Frame,Player 1 Shot Speed (km/h),Player 3 Shot Speed (km/h),Player 1 Player Speed (km/h),Player 3 Player Speed (km/h),Player 1 Avg Shot Speed (km/h),Player 3 Avg Shot Speed (km/h),Player 1 Avg Player Speed (km/h),Player 3 Avg Player Speed (km/h)
251,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
252,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
253,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
254,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
255,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
256,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
257,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
258,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
259,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
260,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
261,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
262,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
263,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
264,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
265,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
266,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
267,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
268,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
269,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
270,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
271,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
272,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
273,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
274,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
275,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
276,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
277,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
278,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
279,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
280,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
281,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
282,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
283,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
284,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
285,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
286,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
287,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
288,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
289,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
290,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
291,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
292,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
293,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
294,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
295,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
296,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
297,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
298,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
299,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
300,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
301,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
302,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
303,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
304,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
305,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
306,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
307,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
308,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
309,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
310,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
311,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
312,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
313,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
314,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
